日期,单位净值,累计净值,涨跌幅
2022-03-08,1.3106,1.3406,-2.93
2022-03-07,1.3501,1.3801,-0.5
2022-03-04,1.3569,1.3869,-0.93
2022-03-03,1.3697,1.3997,1.54
2022-03-02,1.3489,1.3789,0.51
2022-03-01,1.3421,1.3721,0.8
2022-02-28,1.3315,1.3615,-0.09
2022-02-25,1.3327,1.3627,-0.09
2022-02-24,1.3339,1.3639,-1.94
2022-02-23,1.3603,1.3903,-0.46
2022-02-22,1.3666,1.3966,-0.99
2022-02-21,1.3803,1.4103,0.28
2022-02-18,1.3765,1.4065,1.97
2022-02-17,1.3499,1.3799,-0.41
2022-02-16,1.3554,1.3854,0.98
2022-02-15,1.3422,1.3722,-0.74
2022-02-14,1.3522,1.3822,-1.78
2022-02-11,1.3767,1.4067,0.03
2022-02-10,1.3763,1.4063,1.16
2022-02-09,1.3605,1.3905,0.3
2022-02-08,1.3564,1.3864,2.23
2022-02-07,1.3268,1.3568,1.95
2022-01-28,1.3014,1.3314,-0.48
2022-01-27,1.3077,1.3377,-1.61
2022-01-26,1.3291,1.3591,0.86
2022-01-25,1.3178,1.3478,-3.32
2022-01-24,1.363,1.393,0.43
2022-01-21,1.3572,1.3872,-1.09
2022-01-20,1.3721,1.4021,-0.76
2022-01-19,1.3826,1.4126,0.81
2022-01-18,1.3715,1.4015,0.65
2022-01-17,1.3626,1.3926,0.65
2022-01-14,1.3538,1.3838,-1.56
2022-01-13,1.3752,1.4052,-0.87
2022-01-12,1.3873,1.4173,0.03
2022-01-11,1.3869,1.4169,-0.12
2022-01-10,1.3886,1.4186,0.83
2022-01-07,1.3772,1.4072,0.28
2022-01-06,1.3733,1.4033,0.48
2022-01-05,1.3667,1.3967,-0.5
2022-01-04,1.3736,1.4036,1.19
2021-12-31,1.3574,1.3874,0.73
2021-12-30,1.3475,1.3775,0.69
2021-12-29,1.3383,1.3683,-0.46
2021-12-28,1.3445,1.3745,-0.66
2021-12-27,1.3534,1.3834,0.25
2021-12-24,1.35,1.38,-0.92
2021-12-23,1.3625,1.3925,0.5
2021-12-22,1.3557,1.3857,-0.16
2021-12-21,1.3579,1.3879,1.94
2021-12-20,1.3321,1.3621,-1.01
2021-12-17,1.3457,1.3757,-0.2
2021-12-16,1.3484,1.3784,0.9
2021-12-15,1.3364,1.3664,0.99
2021-12-14,1.3233,1.3533,-0.65
2021-12-13,1.3319,1.3619,0.53
2021-12-10,1.3249,1.3549,-0.86
2021-12-09,1.3364,1.3664,0.79
2021-12-08,1.3259,1.3559,0.74
2021-12-07,1.3162,1.3462,0.63
2021-12-06,1.308,1.338,0.17
2021-12-03,1.3058,1.3358,1.2
2021-12-02,1.2903,1.3203,0
2021-12-01,1.2903,1.3203,1.22
2021-11-30,1.2747,1.3047,0.23
2021-11-29,1.2718,1.3018,0.02
2021-11-26,1.2715,1.3015,-0.67
2021-11-25,1.2801,1.3101,-0.41
2021-11-24,1.2854,1.3154,0.19
2021-11-23,1.283,1.313,0.16
2021-11-22,1.2809,1.3109,-0.04
2021-11-19,1.2814,1.3114,1.44
2021-11-18,1.2632,1.2932,-0.56
2021-11-17,1.2703,1.3003,0.35
2021-11-16,1.2659,1.2959,-0.93
2021-11-15,1.2778,1.3078,0.19
2021-11-12,1.2754,1.3054,0.17
2021-11-11,1.2732,1.3032,1.79
2021-11-10,1.2508,1.2808,0.42
2021-11-09,1.2456,1.2756,-0.01
2021-11-08,1.2457,1.2757,0.11
2021-11-05,1.2443,1.2743,-1.28
2021-11-04,1.2604,1.2904,0.72
2021-11-03,1.2514,1.2814,1.3
2021-11-02,1.2354,1.2654,-1.64
2021-11-01,1.256,1.286,0.8
2021-10-29,1.246,1.276,0.44
2021-10-28,1.2405,1.2705,-1.59
2021-10-27,1.2606,1.2906,-0.79
2021-10-26,1.2707,1.3007,-0.47
2021-10-25,1.2767,1.3067,-0.13
2021-10-22,1.2783,1.3083,-0.91
2021-10-21,1.29,1.32,0.42
2021-10-20,1.2846,1.3146,-0.62
2021-10-19,1.2926,1.3226,0.54
2021-10-18,1.2857,1.3157,0.98
2021-10-15,1.2732,1.3032,-0.21
2021-10-14,1.2759,1.3059,-0.37
2021-10-13,1.2806,1.3106,-1.49
2021-10-12,1.3,1.33,-1.4
2021-10-11,1.3184,1.3484,0.21
2021-10-08,1.3156,1.3456,0.44
2021-09-30,1.3099,1.3399,1.25
2021-09-29,1.2937,1.3237,-2.28
2021-09-28,1.3239,1.3539,2.1
2021-09-27,1.2967,1.3267,-3.35
2021-09-24,1.3417,1.3717,-2.18
2021-09-23,1.3716,1.4016,2.11
2021-09-22,1.3433,1.3733,1.87
2021-09-17,1.3187,1.3487,-0.09
2021-09-16,1.3199,1.3499,-0.95
2021-09-15,1.3325,1.3625,-0.14
2021-09-14,1.3344,1.3644,-2.03
2021-09-13,1.3621,1.3921,2.1
2021-09-10,1.3341,1.3641,-0.34
2021-09-09,1.3386,1.3686,1.52
2021-09-08,1.3186,1.3486,1.27
2021-09-07,1.302,1.332,1.28
2021-09-06,1.2855,1.3155,0.6
2021-09-03,1.2778,1.3078,0.26
2021-09-02,1.2745,1.3045,1.73
2021-09-01,1.2528,1.2828,1.33
2021-08-31,1.2363,1.2663,2.04
2021-08-30,1.2116,1.2416,-0.49
2021-08-27,1.2176,1.2476,0.02
2021-08-26,1.2173,1.2473,-0.41
2021-08-25,1.2223,1.2523,0.58
2021-08-24,1.2152,1.2452,0.47
2021-08-23,1.2095,1.2395,0.73
2021-08-20,1.2007,1.2307,0.22
2021-08-19,1.1981,1.2281,-1.06
2021-08-18,1.2109,1.2409,1.36
2021-08-17,1.1947,1.2247,-0.99
2021-08-16,1.2067,1.2367,0.51
2021-08-13,1.2006,1.2306,0.04
2021-08-12,1.2001,1.2301,-0.01
2021-08-11,1.2002,1.2302,1.18
2021-08-10,1.1862,1.2162,0.32
2021-08-09,1.1824,1.2124,1.89
2021-08-06,1.1605,1.1905,0.25
2021-08-05,1.1576,1.1876,0.29
2021-08-04,1.1543,1.1843,0.27
2021-08-03,1.1512,1.1812,-0.07
2021-08-02,1.152,1.182,1.1
2021-07-30,1.1395,1.1695,0.34
2021-07-29,1.1356,1.1656,0.34
2021-07-28,1.1318,1.1618,-0.58
2021-07-27,1.1384,1.1684,-2.57
2021-07-26,1.1684,1.1984,-1.51
2021-07-23,1.1863,1.2163,-0.23
2021-07-22,1.189,1.219,1.02
2021-07-21,1.177,1.207,-0.23
2021-07-20,1.1797,1.2097,-0.34
2021-07-19,1.1837,1.2137,-0.58
2021-07-16,1.1906,1.2206,0.39
2021-07-15,1.186,1.216,0.86
2021-07-14,1.1759,1.2059,-0.28
2021-07-13,1.1792,1.2092,0.93
2021-07-12,1.1683,1.1983,0.03
2021-07-09,1.168,1.198,0.59
2021-07-08,1.1611,1.1911,-1.32
2021-07-07,1.1766,1.2066,-0.12
2021-07-06,1.178,1.208,0.58
2021-07-05,1.1712,1.2012,-0.13
2021-07-02,1.1727,1.2027,-0.65
2021-07-01,1.1804,1.2104,0.09
2021-06-30,1.1793,1.2093,0.11
2021-06-29,1.178,1.208,-0.77
2021-06-28,1.1872,1.2172,-0.78
2021-06-25,1.1965,1.2265,0.81
2021-06-24,1.1869,1.2169,0.49
2021-06-23,1.1811,1.2111,0.37
2021-06-22,1.1768,1.2068,0.49
2021-06-21,1.1711,1.2011,-0.25
2021-06-18,1.174,1.204,-0.51
2021-06-17,1.18,1.21,-0.25
2021-06-16,1.183,1.213,-0.12
2021-06-15,1.1844,1.2144,-1.1
2021-06-11,1.1976,1.2276,-0.03
2021-06-10,1.198,1.228,0.04
2021-06-09,1.1975,1.2275,0.46
2021-06-08,1.192,1.222,0.03
2021-06-07,1.1917,1.2217,-0.45
2021-06-04,1.1971,1.2271,-0.16
2021-06-03,1.199,1.229,0.3
2021-06-02,1.1954,1.2254,0.11
2021-06-01,1.1941,1.2241,0.15
2021-05-31,1.1923,1.2223,0.19
2021-05-28,1.19,1.22,-0.23
2021-05-27,1.1928,1.2228,0.29
2021-05-26,1.1893,1.2193,0.48
2021-05-25,1.1836,1.2136,0.66
2021-05-24,1.1758,1.2058,0.16
2021-05-21,1.1739,1.2039,0.06
2021-05-20,1.1732,1.2032,-1.01
2021-05-19,1.1852,1.2152,-0.94
2021-05-18,1.1965,1.2265,0.55
2021-05-17,1.19,1.22,-0.14
2021-05-14,1.1917,1.2217,0.43
2021-05-13,1.1866,1.2166,-1.02
2021-05-12,1.1988,1.2288,0.65
2021-05-11,1.1911,1.2211,-0.39
2021-05-10,1.1958,1.2258,0.55
2021-05-07,1.1893,1.2193,0.51
2021-05-06,1.1833,1.2133,1.09
2021-04-30,1.1705,1.2005,-1.24
2021-04-29,1.1852,1.2152,0.56
2021-04-28,1.1786,1.2086,0.45
2021-04-27,1.1733,1.2033,-0.08
2021-04-26,1.1742,1.2042,-0.39
2021-04-23,1.1788,1.2088,-0.63
2021-04-22,1.1863,1.2163,0.21
2021-04-21,1.1838,1.2138,-0.19
2021-04-20,1.186,1.216,-0.19
2021-04-19,1.1883,1.2183,0.12
2021-04-16,1.1869,1.2169,1.06
2021-04-15,1.1744,1.2044,0.14
2021-04-14,1.1727,1.2027,0.54
2021-04-13,1.1664,1.1964,-1.08
2021-04-12,1.1791,1.2091,-0.28
2021-04-09,1.1824,1.2124,-0.02
2021-04-08,1.1826,1.2126,-0.36
2021-04-07,1.1869,1.2169,0.92
2021-04-06,1.1761,1.2061,0.33
2021-04-02,1.1722,1.2022,-0.82
2021-04-01,1.1819,1.2119,0.57
2021-03-31,1.1752,1.2052,0.09
2021-03-30,1.1742,1.2042,-0.1
2021-03-29,1.1754,1.2054,1.11
2021-03-26,1.1625,1.1925,0.92
2021-03-25,1.1519,1.1819,-0.31
2021-03-24,1.1555,1.1855,-1.36
2021-03-23,1.1714,1.2014,-1.1
2021-03-22,1.1844,1.2144,1.32
2021-03-19,1.169,1.199,-0.9
2021-03-18,1.1796,1.2096,0.26
2021-03-17,1.1765,1.2065,-0.67
2021-03-16,1.1844,1.2144,0.55
2021-03-15,1.1779,1.2079,0.27
2021-03-12,1.1747,1.2047,1.35
2021-03-11,1.1591,1.1891,2.38
2021-03-10,1.1321,1.1621,-0.68
2021-03-09,1.1398,1.1698,-0.9
2021-03-08,1.1502,1.1802,-0.38
2021-03-05,1.1546,1.1846,-0.88
2021-03-04,1.1648,1.1948,-0.34
2021-03-03,1.1688,1.1988,2.22
2021-03-02,1.1434,1.1734,-0.66
2021-03-01,1.151,1.181,1.3
2021-02-26,1.1362,1.1662,-1.81
2021-02-25,1.1572,1.1872,1.62
2021-02-24,1.1387,1.1687,-0.32
2021-02-23,1.1423,1.1723,-0.7
2021-02-22,1.1503,1.1803,0.8
2021-02-19,1.1412,1.1712,2.48
2021-02-18,1.1136,1.1436,2
2021-02-10,1.0918,1.1218,0.69
2021-02-09,1.0843,1.1143,0.76
2021-02-08,1.0761,1.1061,0.57
2021-02-05,1.07,1.1,0.56
2021-02-04,1.064,1.094,-0.69
2021-02-03,1.0714,1.1014,-0.32
2021-02-02,1.0748,1.1048,-0.1
2021-02-01,1.0759,1.1059,0.68
2021-01-29,1.0686,1.0986,-0.84
2021-01-28,1.0776,1.1076,-1.65
2021-01-27,1.0957,1.1257,-0.07
2021-01-26,1.0965,1.1265,-0.06
2021-01-25,1.0972,1.1272,-1.15
2021-01-22,1.11,1.14,-1.11
2021-01-21,1.1225,1.1525,0.64
2021-01-20,1.1154,1.1454,-0.35
2021-01-19,1.1193,1.1493,0.61
2021-01-18,1.1125,1.1425,1.25
2021-01-15,1.0988,1.1288,0.65
2021-01-14,1.0917,1.1217,-0.05
2021-01-13,1.0922,1.1222,-0.35
2021-01-12,1.096,1.126,0.55
2021-01-11,1.09,1.12,-1.29
2021-01-08,1.1042,1.1342,0.48
2021-01-07,1.0989,1.1289,-0.2
2021-01-06,1.1011,1.1311,0.29
2021-01-05,1.0979,1.1279,-0.22
2021-01-04,1.1003,1.1303,0.29
2020-12-31,1.0971,1.1271,0.51
2020-12-30,1.0915,1.1215,0.29
2020-12-29,1.0883,1.1183,-0.62
2020-12-28,1.0951,1.1251,-0.54
2020-12-25,1.101,1.131,0.82
2020-12-24,1.092,1.122,-0.68
2020-12-23,1.0995,1.1295,0.04
2020-12-22,1.0991,1.1291,-2.36
2020-12-21,1.1257,1.1557,0.3
2020-12-18,1.1223,1.1523,0.76
2020-12-17,1.1138,1.1438,0.88
2020-12-16,1.1041,1.1341,-0.54
2020-12-15,1.1101,1.1401,-0.29
2020-12-14,1.1133,1.1433,-0.78
