日期,单位净值,累计净值,涨跌幅
2023-06-05,0.7926,0.7926,0.41
2023-06-02,0.7894,0.7894,4.24
2023-06-01,0.7573,0.7573,0.04
2023-05-31,0.757,0.757,-1.89
2023-05-30,0.7716,0.7716,0.89
2023-05-29,0.7648,0.7648,-1.46
2023-05-26,0.7761,0.7761,0.23
2023-05-25,0.7743,0.7743,-2.07
2023-05-24,0.7907,0.7907,-1.59
2023-05-23,0.8035,0.8035,-1.14
2023-05-22,0.8128,0.8128,1.17
2023-05-19,0.8034,0.8034,-1.07
2023-05-18,0.8121,0.8121,1.58
2023-05-17,0.7995,0.7995,-1.83
2023-05-16,0.8144,0.8144,-0.01
2023-05-15,0.8145,0.8145,1.85
2023-05-12,0.7997,0.7997,-0.1
2023-05-11,0.8005,0.8005,0.05
2023-05-10,0.8001,0.8001,-0.55
2023-05-09,0.8045,0.8045,-2.12
2023-05-08,0.8219,0.8219,1.46
2023-05-05,0.8101,0.8101,1.2
2023-05-04,0.8005,0.8005,-0.01
2023-04-28,0.8006,0.8006,0.41
2023-04-27,0.7973,0.7973,0.25
2023-04-26,0.7953,0.7953,1.3
2023-04-25,0.7851,0.7851,-1.87
2023-04-24,0.8001,0.8001,-0.31
2023-04-21,0.8026,0.8026,-2.12
2023-04-20,0.82,0.82,0.44
2023-04-19,0.8164,0.8164,-1.65
2023-04-18,0.8301,0.8301,-0.53
2023-04-17,0.8345,0.8345,2.04
2023-04-14,0.8178,0.8178,0.43
2023-04-13,0.8143,0.8143,-0.12
2023-04-12,0.8153,0.8153,-1.2
2023-04-11,0.8252,0.8252,0.95
2023-04-10,0.8174,0.8174,-0.1
2023-04-07,0.8182,0.8182,0.11
2023-04-06,0.8173,0.8173,0.29
2023-04-04,0.8149,0.8149,-0.96
2023-04-03,0.8228,0.8228,-0.28
2023-03-31,0.8251,0.8251,0.4
2023-03-30,0.8218,0.8218,0.75
2023-03-29,0.8157,0.8157,2.14
2023-03-28,0.7986,0.7986,1.19
2023-03-27,0.7892,0.7892,-1.57
2023-03-24,0.8018,0.8018,-1.06
2023-03-23,0.8104,0.8104,2.71
2023-03-22,0.789,0.789,1.14
2023-03-21,0.7801,0.7801,1.39
2023-03-20,0.7694,0.7694,-2.58
2023-03-17,0.7898,0.7898,1.82
2023-03-16,0.7757,0.7757,-0.5
2023-03-15,0.7796,0.7796,1.27
2023-03-14,0.7698,0.7698,-2.59
2023-03-13,0.7903,0.7903,1.71
2023-03-10,0.777,0.777,-2.89
2023-03-09,0.8001,0.8001,-0.9
2023-03-08,0.8074,0.8074,-2.09
2023-03-07,0.8246,0.8246,-0.05
2023-03-06,0.825,0.825,-0.27
2023-03-03,0.8272,0.8272,1.56
2023-03-02,0.8145,0.8145,-1.58
2023-03-01,0.8276,0.8276,4.57
2023-02-28,0.7914,0.7914,-1.31
2023-02-27,0.8019,0.8019,0.36
2023-02-24,0.799,0.799,-2.33
2023-02-23,0.8181,0.8181,0.75
2023-02-22,0.812,0.812,-1.07
2023-02-21,0.8208,0.8208,-1.94
2023-02-20,0.837,0.837,1.06
2023-02-17,0.8282,0.8282,-1.19
2023-02-16,0.8382,0.8382,1.42
2023-02-15,0.8265,0.8265,-1.1
2023-02-14,0.8357,0.8357,-0.5
2023-02-13,0.8399,0.8399,0.6
2023-02-10,0.8349,0.8349,-2.46
2023-02-09,0.856,0.856,1.86
2023-02-08,0.8404,0.8404,-0.88
2023-02-07,0.8479,0.8479,0.89
2023-02-06,0.8404,0.8404,-2.1
2023-02-03,0.8584,0.8584,-1.25
2023-02-02,0.8693,0.8693,-1.15
2023-02-01,0.8794,0.8794,1.51
2023-01-31,0.8663,0.8663,-1.02
2023-01-30,0.8752,0.8752,0.07
2023-01-20,0.8746,0.8746,2.16
2023-01-19,0.8561,0.8561,-0.31
2023-01-18,0.8588,0.8588,0.74
2023-01-17,0.8525,0.8525,-0.34
2023-01-16,0.8554,0.8554,-0.77
2023-01-13,0.862,0.862,0.5
2023-01-12,0.8577,0.8577,-0.12
2023-01-11,0.8587,0.8587,0.8
2023-01-10,0.8519,0.8519,-1.18
2023-01-09,0.8621,0.8621,1.08
2023-01-06,0.8529,0.8529,-0.41
2023-01-05,0.8564,0.8564,1.11
2023-01-04,0.847,0.847,2.63
2023-01-03,0.8253,0.8253,1.44
2022-12-31,0.8136,0.8136,--
2022-12-30,0.8136,0.8136,-0.12
2022-12-29,0.8146,0.8146,-0.86
2022-12-28,0.8217,0.8217,2.1
2022-12-27,0.8048,0.8048,-0.32
2022-12-26,0.8074,0.8074,-0.11
2022-12-23,0.8083,0.8083,-1
2022-12-22,0.8165,0.8165,2.94
2022-12-21,0.7932,0.7932,0.04
2022-12-20,0.7929,0.7929,-1.7
2022-12-19,0.8066,0.8066,-0.57
2022-12-16,0.8112,0.8112,1.22
2022-12-15,0.8014,0.8014,-1.83
2022-12-14,0.8163,0.8163,0.36
2022-12-13,0.8134,0.8134,0.79
2022-12-12,0.807,0.807,-2.92
2022-12-09,0.8313,0.8313,2.4
2022-12-08,0.8118,0.8118,2.8
2022-12-07,0.7897,0.7897,-2.95
2022-12-06,0.8137,0.8137,-1.42
2022-12-05,0.8254,0.8254,4.69
2022-12-02,0.7884,0.7884,-0.84
2022-12-01,0.7951,0.7951,-0.43
2022-11-30,0.7985,0.7985,1.81
2022-11-29,0.7843,0.7843,6.32
2022-11-28,0.7377,0.7377,-1.22
2022-11-25,0.7468,0.7468,-0.05
2022-11-24,0.7472,0.7472,0.62
2022-11-23,0.7426,0.7426,0
2022-11-22,0.7426,0.7426,-0.81
2022-11-21,0.7487,0.7487,-1.59
2022-11-18,0.7608,0.7608,0.25
2022-11-17,0.7589,0.7589,-0.89
2022-11-16,0.7657,0.7657,-0.6
2022-11-15,0.7703,0.7703,3.87
2022-11-14,0.7416,0.7416,0.53
2022-11-11,0.7377,0.7377,7.18
2022-11-10,0.6883,0.6883,-1.71
2022-11-09,0.7003,0.7003,-1.06
2022-11-08,0.7078,0.7078,-0.73
2022-11-07,0.713,0.713,2.31
2022-11-04,0.6969,0.6969,5.75
2022-11-03,0.659,0.659,-2.89
2022-11-02,0.6786,0.6786,2.8
2022-11-01,0.6601,0.6601,5.55
2022-10-31,0.6254,0.6254,-1.64
2022-10-28,0.6358,0.6358,-3.7
2022-10-27,0.6602,0.6602,0.33
2022-10-26,0.658,0.658,0.66
2022-10-25,0.6537,0.6537,1.79
2022-10-24,0.6422,0.6422,-6.85
2022-10-21,0.6894,0.6894,0.07
2022-10-20,0.6889,0.6889,-1.35
2022-10-19,0.6983,0.6983,-2.58
2022-10-18,0.7168,0.7168,2.05
2022-10-17,0.7024,0.7024,0.07
2022-10-14,0.7019,0.7019,1.12
2022-10-13,0.6941,0.6941,-2.17
2022-10-12,0.7095,0.7095,-0.57
2022-10-11,0.7136,0.7136,-2.31
2022-10-10,0.7305,0.7305,-0.77
2022-09-30,0.7362,0.7362,-0.15
2022-09-29,0.7373,0.7373,-0.82
2022-09-28,0.7434,0.7434,-2.49
2022-09-27,0.7624,0.7624,0.75
2022-09-26,0.7567,0.7567,0.87
2022-09-23,0.7502,0.7502,-1.08
2022-09-22,0.7584,0.7584,-0.71
2022-09-21,0.7638,0.7638,-1.93
2022-09-20,0.7788,0.7788,1.16
2022-09-19,0.7699,0.7699,-1.07
2022-09-16,0.7782,0.7782,-0.99
2022-09-15,0.786,0.786,0.54
2022-09-14,0.7818,0.7818,-2.07
2022-09-13,0.7983,0.7983,-0.18
2022-09-09,0.7997,0.7997,2.74
2022-09-08,0.7784,0.7784,-1.07
2022-09-07,0.7868,0.7868,-0.52
2022-09-06,0.7909,0.7909,0.1
2022-09-05,0.7901,0.7901,-1.26
2022-09-02,0.8002,0.8002,-0.83
2022-09-01,0.8069,0.8069,-1.8
2022-08-31,0.8217,0.8217,0.45
2022-08-30,0.818,0.818,-0.28
2022-08-29,0.8203,0.8203,-0.39
2022-08-26,0.8235,0.8235,0.92
2022-08-25,0.816,0.816,4.29
2022-08-24,0.7824,0.7824,-1.37
2022-08-23,0.7933,0.7933,-0.16
2022-08-22,0.7946,0.7946,-0.19
2022-08-19,0.7961,0.7961,0.63
2022-08-18,0.7911,0.7911,-0.91
2022-08-17,0.7984,0.7984,0.54
2022-08-16,0.7941,0.7941,-0.76
2022-08-15,0.8002,0.8002,-0.55
2022-08-12,0.8046,0.8046,0.69
2022-08-11,0.7991,0.7991,2.13
2022-08-10,0.7824,0.7824,-2.05
2022-08-09,0.7988,0.7988,-0.52
2022-08-08,0.803,0.803,-0.68
2022-08-05,0.8085,0.8085,-0.05
2022-08-04,0.8089,0.8089,1.75
2022-08-03,0.795,0.795,0.99
2022-08-02,0.7872,0.7872,-2.41
2022-08-01,0.8066,0.8066,-0.05
2022-07-29,0.807,0.807,-2.61
2022-07-28,0.8286,0.8286,-0.56
2022-07-27,0.8333,0.8333,-0.88
2022-07-26,0.8407,0.8407,1.34
2022-07-25,0.8296,0.8296,-0.41
2022-07-22,0.833,0.833,-0.04
2022-07-21,0.8333,0.8333,-0.82
2022-07-20,0.8402,0.8402,1.11
2022-07-19,0.831,0.831,-0.95
2022-07-18,0.839,0.839,2.77
2022-07-15,0.8164,0.8164,-1.89
2022-07-14,0.8321,0.8321,-0.29
2022-07-13,0.8345,0.8345,-0.61
2022-07-12,0.8396,0.8396,-1.22
2022-07-11,0.85,0.85,-3.08
2022-07-08,0.877,0.877,0.27
2022-07-07,0.8746,0.8746,0.16
2022-07-06,0.8732,0.8732,-0.74
2022-07-05,0.8797,0.8797,-0.22
2022-07-04,0.8816,0.8816,0.38
2022-07-01,0.8783,0.8783,-0.34
2022-06-30,0.8813,0.8813,-0.25
2022-06-29,0.8835,0.8835,-1.82
2022-06-28,0.8999,0.8999,1.08
2022-06-27,0.8903,0.8903,2.13
2022-06-24,0.8717,0.8717,1.95
2022-06-23,0.855,0.855,1.64
2022-06-22,0.8412,0.8412,-2.31
2022-06-21,0.8611,0.8611,1.5
2022-06-20,0.8484,0.8484,0.74
2022-06-17,0.8422,0.8422,1.15
2022-06-16,0.8326,0.8326,-2.98
2022-06-15,0.8582,0.8582,1.61
2022-06-14,0.8446,0.8446,0.36
2022-06-13,0.8416,0.8416,-3.1
2022-06-10,0.8685,0.8685,0.32
2022-06-09,0.8657,0.8657,-0.47
2022-06-08,0.8698,0.8698,2.66
2022-06-07,0.8473,0.8473,-0.47
2022-06-06,0.8513,0.8513,2.49
2022-06-02,0.8306,0.8306,-0.36
2022-06-01,0.8336,0.8336,-0.75
2022-05-31,0.8399,0.8399,1.56
2022-05-30,0.827,0.827,1.81
2022-05-27,0.8123,0.8123,3.48
2022-05-26,0.785,0.785,0.01
2022-05-25,0.7849,0.7849,0.32
2022-05-24,0.7824,0.7824,-2.16
2022-05-23,0.7997,0.7997,-2.34
2022-05-20,0.8189,0.8189,3.01
2022-05-19,0.795,0.795,-2.32
2022-05-18,0.8139,0.8139,-0.6
2022-05-17,0.8188,0.8188,3.46
2022-05-16,0.7914,0.7914,0.25
2022-05-13,0.7894,0.7894,3.9
2022-05-12,0.7598,0.7598,-2.46
2022-05-11,0.779,0.779,1.86
2022-05-10,0.7648,0.7648,-1.77
2022-05-09,0.7786,0.7786,0.8
2022-05-06,0.7724,0.7724,-3
2022-05-05,0.7963,0.7963,-3.09
2022-04-29,0.8217,0.8217,5.88
2022-04-28,0.7761,0.7761,1.86
2022-04-27,0.7619,0.7619,0.58
2022-04-26,0.7575,0.7575,1.84
2022-04-25,0.7438,0.7438,-3.45
2022-04-22,0.7704,0.7704,0.9
2022-04-21,0.7635,0.7635,-1.67
2022-04-20,0.7765,0.7765,-0.47
2022-04-19,0.7802,0.7802,-2.85
2022-04-18,0.8031,0.8031,-0.22
2022-04-15,0.8049,0.8049,0.51
2022-04-14,0.8008,0.8008,0.57
2022-04-13,0.7963,0.7963,0.59
2022-04-12,0.7916,0.7916,0.97
2022-04-11,0.784,0.784,-3.58
2022-04-08,0.8131,0.8131,-0.05
2022-04-07,0.8135,0.8135,-1.64
2022-04-06,0.8271,0.8271,1.29
2022-04-01,0.8166,0.8166,0.12
2022-03-31,0.8156,0.8156,-1.15
2022-03-30,0.8251,0.8251,1.07
2022-03-29,0.8164,0.8164,1.32
2022-03-28,0.8058,0.8058,1.4
2022-03-25,0.7947,0.7947,-2.91
2022-03-24,0.8185,0.8185,-1.14
2022-03-23,0.8279,0.8279,1.03
2022-03-22,0.8195,0.8195,3.76
2022-03-21,0.7898,0.7898,-1.32
2022-03-18,0.8004,0.8004,-0.58
2022-03-17,0.8051,0.8051,6.52
2022-03-16,0.7558,0.7558,11.71
2022-03-15,0.6766,0.6766,-5.73
2022-03-14,0.7177,0.7177,-6.45
2022-03-11,0.7672,0.7672,-2.27
2022-03-10,0.785,0.785,0.76
2022-03-09,0.7791,0.7791,-0.66
2022-03-08,0.7843,0.7843,-2.56
2022-03-07,0.8049,0.8049,-3.05
2022-03-04,0.8302,0.8302,-2.17
2022-03-03,0.8486,0.8486,-0.6
2022-03-02,0.8537,0.8537,-1.19
2022-03-01,0.864,0.864,-0.01
2022-02-28,0.8641,0.8641,0.19
2022-02-25,0.8625,0.8625,-0.4
2022-02-24,0.866,0.866,-3.29
2022-02-23,0.8955,0.8955,0.24
2022-02-22,0.8934,0.8934,-1.92
2022-02-21,0.9109,0.9109,-0.84
2022-02-18,0.9186,0.9186,-1.82
2022-02-17,0.9356,0.9356,0.15
2022-02-16,0.9342,0.9342,1.42
2022-02-15,0.9211,0.9211,-1.04
2022-02-14,0.9308,0.9308,-1.85
2022-02-11,0.9483,0.9483,-0.03
2022-02-10,0.9486,0.9486,0.67
2022-02-09,0.9423,0.9423,2.4
2022-02-08,0.9202,0.9202,-0.87
2022-02-07,0.9283,0.9283,4.01
2022-01-28,0.8925,0.8925,-0.4
2022-01-27,0.8961,0.8961,-2.28
2022-01-26,0.917,0.917,-0.16
2022-01-25,0.9185,0.9185,-1.63
2022-01-24,0.9337,0.9337,-1.53
2022-01-21,0.9482,0.9482,0.31
2022-01-20,0.9453,0.9453,3.36
2022-01-19,0.9146,0.9146,0.04
2022-01-18,0.9142,0.9142,-0.34
2022-01-17,0.9173,0.9173,-1.09
2022-01-14,0.9274,0.9274,-0.29
2022-01-13,0.9301,0.9301,-0.24
2022-01-12,0.9323,0.9323,2.71
2022-01-11,0.9077,0.9077,0.1
2022-01-10,0.9068,0.9068,1.4
2022-01-07,0.8943,0.8943,1.86
2022-01-06,0.878,0.878,0.48
2022-01-05,0.8738,0.8738,-1.85
2022-01-04,0.8903,0.8903,-0.6
2021-12-31,0.8957,0.8957,1.75
2021-12-30,0.8803,0.8803,-0.11
2021-12-29,0.8813,0.8813,-1.11
2021-12-28,0.8912,0.8912,-0.01
2021-12-27,0.8913,0.8913,-0.02
2021-12-24,0.8915,0.8915,0.04
2021-12-23,0.8911,0.8911,0.04
2021-12-22,0.8907,0.8907,0.59
2021-12-21,0.8855,0.8855,0.85
2021-12-20,0.878,0.878,-1.55
2021-12-17,0.8918,0.8918,-1.44
2021-12-16,0.9048,0.9048,-0.04
2021-12-15,0.9052,0.9052,-0.78
2021-12-14,0.9123,0.9123,-1.48
2021-12-13,0.926,0.926,-0.34
2021-12-10,0.9292,0.9292,-0.54
2021-12-09,0.9342,0.9342,1.18
2021-12-08,0.9233,0.9233,-0.05
2021-12-07,0.9238,0.9238,2.76
2021-12-06,0.899,0.899,-2.04
2021-12-03,0.9177,0.9177,-0.52
2021-12-02,0.9225,0.9225,1
2021-12-01,0.9134,0.9134,0.46
2021-11-30,0.9092,0.9092,-1.53
2021-11-29,0.9233,0.9233,-0.95
2021-11-26,0.9322,0.9322,-2.54
2021-11-25,0.9565,0.9565,0.21
2021-11-24,0.9545,0.9545,-0.4
2021-11-23,0.9583,0.9583,-1.16
2021-11-22,0.9695,0.9695,-0.23
2021-11-19,0.9717,0.9717,-0.69
2021-11-18,0.9785,0.9785,-1.81
2021-11-17,0.9965,0.9965,-0.29
2021-11-16,0.9994,0.9994,1.5
2021-11-15,0.9846,0.9846,-0.56
2021-11-12,0.9901,0.9901,0.57
2021-11-11,0.9845,0.9845,1.7
2021-11-10,0.968,0.968,1.15
2021-11-09,0.957,0.957,-0.02
2021-11-08,0.9572,0.9572,-0.32
2021-11-05,0.9603,0.9603,-1.33
2021-11-04,0.9732,0.9732,0.8
2021-11-03,0.9655,0.9655,0.07
2021-11-02,0.9648,0.9648,-0.7
2021-11-01,0.9716,0.9716,-0.28
2021-10-29,0.9743,0.9743,-1
2021-10-28,0.9841,0.9841,-0.28
2021-10-27,0.9869,0.9869,-1.77
2021-10-26,1.0047,1.0047,-0.69
2021-10-25,1.0117,1.0117,-0.48
2021-10-22,1.0166,1.0166,1.04
2021-10-21,1.0061,1.0061,-0.25
2021-10-20,1.0086,1.0086,1.1
2021-10-19,0.9976,0.9976,1.74
2021-10-18,0.9805,0.9805,-0.06
2021-10-15,0.9811,0.9811,1.18
2021-10-14,0.9697,0.9697,-0.27
2021-10-13,0.9723,0.9723,0.25
2021-10-12,0.9699,0.9699,-1.57
2021-10-11,0.9854,0.9854,2.21
2021-10-08,0.9641,0.9641,0.12
2021-09-30,0.9629,0.9629,-0.12
2021-09-29,0.9641,0.9641,0.48
2021-09-28,0.9595,0.9595,1.44
2021-09-27,0.9459,0.9459,-0.1
2021-09-24,0.9468,0.9468,-1.56
2021-09-23,0.9618,0.9618,1.06
2021-09-22,0.9517,0.9517,-2.9
2021-09-17,0.9801,0.9801,1.66
2021-09-16,0.9641,0.9641,-1.61
2021-09-15,0.9799,0.9799,-1.5
2021-09-14,0.9948,0.9948,-1.55
2021-09-13,1.0105,1.0105,-1.51
2021-09-10,1.026,1.026,1.99
2021-09-09,1.006,1.006,-2.72
2021-09-08,1.0341,1.0341,0.03
2021-09-07,1.0338,1.0338,0.96
2021-09-06,1.024,1.024,0.68
2021-09-03,1.0171,1.0171,-0.4
2021-09-02,1.0212,1.0212,0.52
2021-09-01,1.0159,1.0159,1
2021-08-31,1.0058,1.0058,1.97
2021-08-30,0.9864,0.9864,0.11
2021-08-27,0.9853,0.9853,0.36
2021-08-26,0.9818,0.9818,-1.37
2021-08-25,0.9954,0.9954,-0.2
2021-08-24,0.9974,0.9974,2.68
2021-08-23,0.9714,0.9714,0.8
2021-08-20,0.9637,0.9637,-1.61
2021-08-19,0.9795,0.9795,-2.42
2021-08-18,1.0038,1.0038,1.07
2021-08-17,0.9932,0.9932,-2.03
2021-08-16,1.0138,1.0138,-1.25
2021-08-13,1.0266,1.0266,-0.84
2021-08-12,1.0353,1.0353,-0.89
2021-08-11,1.0446,1.0446,0.51
2021-08-10,1.0393,1.0393,1.83
2021-08-09,1.0206,1.0206,0.67
2021-08-06,1.0138,1.0138,-0.31
2021-08-05,1.017,1.017,-1.19
2021-08-04,1.0292,1.0292,1.04
2021-08-03,1.0186,1.0186,-0.24
2021-08-02,1.0211,1.0211,1.11
2021-07-30,1.0099,1.0099,-2.25
2021-07-29,1.0331,1.0331,3.63
2021-07-28,0.9969,0.9969,2.23
2021-07-27,0.9752,0.9752,-4.87
2021-07-26,1.0251,1.0251,-4.46
2021-07-23,1.0729,1.0729,-1.55
2021-07-22,1.0898,1.0898,1.37
2021-07-21,1.0751,1.0751,-0.35
2021-07-20,1.0789,1.0789,-0.7
2021-07-19,1.0865,1.0865,-1.8
2021-07-16,1.1064,1.1064,-0.11
2021-07-15,1.1076,1.1076,0.76
2021-07-14,1.0993,1.0993,-0.35
2021-07-13,1.1032,1.1032,1.56
2021-07-12,1.0863,1.0863,0.62
2021-07-09,1.0796,1.0796,0.68
2021-07-08,1.0723,1.0723,-3.1
2021-07-07,1.1066,1.1066,-0.43
2021-07-06,1.1114,1.1114,-0.2
2021-07-05,1.1136,1.1136,-1.23
2021-07-02,1.1275,1.1275,-2.19
2021-07-01,1.1527,1.1527,0.16
2021-06-30,1.1509,1.1509,-0.8
2021-06-29,1.1602,1.1602,-0.95
2021-06-28,1.1713,1.1713,-0.19
2021-06-25,1.1735,1.1735,1.7
2021-06-24,1.1539,1.1539,0.37
2021-06-23,1.1496,1.1496,1.83
2021-06-22,1.1289,1.1289,-0.62
2021-06-21,1.136,1.136,-0.56
2021-06-18,1.1424,1.1424,0.63
2021-06-17,1.1352,1.1352,0.57
2021-06-16,1.1288,1.1288,-0.91
2021-06-15,1.1392,1.1392,-0.45
2021-06-11,1.1443,1.1443,0.18
2021-06-10,1.1423,1.1423,0.09
2021-06-09,1.1413,1.1413,-0.07
2021-06-08,1.1421,1.1421,-0.25
2021-06-07,1.145,1.145,-0.63
2021-06-04,1.1523,1.1523,0.2
2021-06-03,1.15,1.15,-0.96
2021-06-02,1.1611,1.1611,-0.01
2021-06-01,1.1612,1.1612,0.81
2021-05-31,1.1519,1.1519,0.52
2021-05-28,1.1459,1.1459,-0.71
2021-05-27,1.1541,1.1541,0.01
2021-05-26,1.154,1.154,0.28
2021-05-25,1.1508,1.1508,1.14
2021-05-24,1.1378,1.1378,-0.37
2021-05-21,1.142,1.142,0.32
2021-05-20,1.1384,1.1384,0.23
2021-05-19,1.1358,1.1358,-0.15
2021-05-18,1.1375,1.1375,1.43
2021-05-17,1.1215,1.1215,0.56
2021-05-14,1.1153,1.1153,0.45
2021-05-13,1.1103,1.1103,-1.36
2021-05-12,1.1256,1.1256,1.1
2021-05-11,1.1134,1.1134,-2.19
2021-05-10,1.1383,1.1383,-0.78
2021-05-07,1.1472,1.1472,-0.82
2021-05-06,1.1567,1.1567,-0.25
2021-04-30,1.1596,1.1596,-1.99
2021-04-29,1.1832,1.1832,0.09
2021-04-28,1.1821,1.1821,0.13
2021-04-27,1.1806,1.1806,0.03
2021-04-26,1.1803,1.1803,-0.76
2021-04-23,1.1893,1.1893,1.17
2021-04-22,1.1755,1.1755,0.31
2021-04-21,1.1719,1.1719,-1.71
2021-04-20,1.1923,1.1923,-0.19
2021-04-19,1.1946,1.1946,0.41
2021-04-16,1.1897,1.1897,1.03
2021-04-15,1.1776,1.1776,-0.82
2021-04-14,1.1873,1.1873,1.15
2021-04-13,1.1738,1.1738,-0.35
2021-04-12,1.1779,1.1779,-0.62
2021-04-09,1.1853,1.1853,-1.13
2021-04-08,1.1988,1.1988,0.37
2021-04-07,1.1944,1.1944,-1.47
2021-04-06,1.2122,1.2122,-0.2
2021-04-02,1.2146,1.2146,0.07
2021-04-01,1.2137,1.2137,1.93
2021-03-31,1.1907,1.1907,-0.33
2021-03-30,1.1947,1.1947,0.95
2021-03-29,1.1835,1.1835,-0.14
2021-03-26,1.1851,1.1851,2.07
2021-03-25,1.1611,1.1611,-0.83
2021-03-24,1.1708,,-1.99
2021-03-23,1.1946,1.1946,-1.84
2021-03-22,1.217,1.217,0.31
2021-03-19,1.2132,1.2132,-1.21
2021-03-18,1.228,1.228,0.78
2021-03-17,1.2185,1.2185,0.14
2021-03-16,1.2168,1.2168,1.57
2021-03-15,1.198,1.198,-0.06
2021-03-12,1.1987,1.1987,-1.63
2021-03-11,1.2186,1.2186,2.2
2021-03-10,1.1924,1.1924,0.45
2021-03-09,1.1871,1.1871,0.44
2021-03-08,1.1819,1.1819,-2.52
2021-03-05,1.2125,1.2125,-0.12
2021-03-04,1.2139,1.2139,-2.46
2021-03-03,1.2445,1.2445,2.43
2021-03-02,1.215,1.215,-0.96
2021-03-01,1.2268,1.2268,1.78
2021-02-26,1.2054,1.2054,-3.51
2021-02-25,1.2493,1.2493,1.57
2021-02-24,1.23,1.23,-3.03
2021-02-23,1.2684,1.2684,0.05
2021-02-22,1.2678,1.2678,-1.84
2021-02-19,1.2915,1.2915,0.6
2021-02-18,1.2838,1.2838,1.99
2021-02-10,1.2588,1.2588,1.62
2021-02-09,1.2387,1.2387,0.17
2021-02-08,1.2366,1.2366,-0.09
2021-02-05,1.2377,1.2377,0.13
2021-02-04,1.2361,1.2361,-0.83
2021-02-03,1.2464,1.2464,0.26
2021-02-02,1.2432,1.2432,1.42
2021-02-01,1.2258,1.2258,2.09
2021-01-29,1.2007,1.2007,-1.28
2021-01-28,1.2163,1.2163,-2.36
2021-01-27,1.2457,1.2457,-0.63
2021-01-26,1.2536,1.2536,-2.05
2021-01-25,1.2798,1.2798,2.67
2021-01-22,1.2465,1.2465,-1.85
2021-01-21,1.27,1.27,-0.68
2021-01-20,1.2787,1.2787,1.73
2021-01-19,1.2569,1.2569,2.35
2021-01-18,1.228,1.228,1.5
2021-01-15,1.2098,1.2098,0.01
2021-01-14,1.2097,1.2097,1.17
2021-01-13,1.1957,1.1957,-0.6
2021-01-12,1.2029,1.2029,1.43
2021-01-11,1.1859,1.1859,0.97
2021-01-08,1.1745,1.1745,1.53
2021-01-07,1.1568,1.1568,-0.88
2021-01-06,1.1671,1.1671,0.86
2021-01-05,1.1572,1.1572,-0.54
2021-01-04,1.1635,1.1635,0.1
2020-12-31,1.1623,1.1623,0.54
2020-12-30,1.1561,1.1561,1.74
2020-12-29,1.1363,1.1363,1.58
2020-12-28,1.1186,1.1186,-1.22
2020-12-25,1.1324,1.1324,-0.05
2020-12-24,1.133,1.133,-0.74
2020-12-23,1.1415,1.1415,1.14
2020-12-22,1.1286,1.1286,-0.41
2020-12-21,1.1332,1.1332,-0.38
2020-12-18,1.1375,1.1375,-0.61
2020-12-17,1.1445,1.1445,0.77
2020-12-16,1.1358,1.1358,0.43
