日期,单位净值,累计净值,涨跌幅
2023-01-13,1.3009,1.3009,0.93
2023-01-12,1.2889,1.2889,-0.06
2023-01-11,1.2897,1.2897,-0.35
2023-01-10,1.2942,1.2942,-0.09
2023-01-09,1.2954,1.2954,0.34
2023-01-06,1.291,1.291,-0.38
2023-01-05,1.2959,1.2959,0.58
2023-01-04,1.2884,1.2884,0.33
2023-01-03,1.2841,1.2841,1.13
2022-12-31,1.2697,1.2697,--
2022-12-30,1.2697,1.2697,0.42
2022-12-29,1.2644,1.2644,-0.18
2022-12-28,1.2667,1.2667,-0.46
2022-12-27,1.2726,1.2726,0.52
2022-12-26,1.266,1.266,0.55
2022-12-23,1.2591,1.2591,-0.04
2022-12-22,1.2596,1.2596,-0.74
2022-12-21,1.269,1.269,-0.27
2022-12-20,1.2724,1.2724,-0.65
2022-12-19,1.2807,1.2807,-2.24
2022-12-16,1.3101,1.3101,0.01
2022-12-15,1.31,1.31,-0.07
2022-12-14,1.3109,1.3109,-0.31
2022-12-13,1.315,1.315,-0.01
2022-12-12,1.3151,1.3151,-0.61
2022-12-09,1.3232,1.3232,-0.26
2022-12-08,1.3267,1.3267,-0.4
2022-12-07,1.332,1.332,-0.28
2022-12-06,1.3358,1.3358,-0.29
2022-12-05,1.3397,1.3397,1.61
2022-12-02,1.3185,1.3185,0
2022-12-01,1.3185,1.3185,0.3
2022-11-30,1.3146,1.3146,-0.29
2022-11-29,1.3184,1.3184,1.7
2022-11-28,1.2963,1.2963,-0.31
2022-11-25,1.3003,1.3003,0.04
2022-11-24,1.2998,1.2998,-0.02
2022-11-23,1.3,1.3,-0.04
2022-11-22,1.3005,1.3005,-0.45
2022-11-21,1.3064,1.3064,-0.34
2022-11-18,1.3108,1.3108,-0.27
2022-11-17,1.3143,1.3143,0.28
2022-11-16,1.3106,1.3106,-0.12
2022-11-15,1.3122,1.3122,1.2
2022-11-14,1.2967,1.2967,0.18
2022-11-11,1.2944,1.2944,0.73
2022-11-10,1.285,1.285,-0.15
2022-11-09,1.2869,1.2869,-0.03
2022-11-08,1.2873,1.2873,-0.1
2022-11-07,1.2886,1.2886,0.24
2022-11-04,1.2855,1.2855,1.47
2022-11-03,1.2669,1.2669,-0.15
2022-11-02,1.2688,1.2688,0.41
2022-11-01,1.2636,1.2636,2.04
2022-10-31,1.2383,1.2383,0.5
2022-10-28,1.2322,1.2322,-2.61
2022-10-27,1.2652,1.2652,0.43
2022-10-26,1.2598,1.2598,1.58
2022-10-25,1.2402,1.2402,-0.55
2022-10-24,1.2471,1.2471,-0.93
2022-10-21,1.2588,1.2588,0.14
2022-10-20,1.2571,1.2571,-0.02
2022-10-19,1.2573,1.2573,-1.21
2022-10-18,1.2727,1.2727,0.32
2022-10-17,1.2686,1.2686,0.68
2022-10-14,1.26,1.26,1.72
2022-10-13,1.2387,1.2387,0.33
2022-10-12,1.2346,1.2346,1.88
2022-10-11,1.2118,1.2118,0.71
2022-10-10,1.2032,1.2032,-0.8
2022-09-30,1.2129,1.2129,-0.39
2022-09-29,1.2177,1.2177,-0.28
2022-09-28,1.2211,1.2211,-1.92
2022-09-27,1.245,1.245,1.81
2022-09-26,1.2229,1.2229,-1.94
2022-09-23,1.2471,1.2471,-0.76
2022-09-22,1.2566,1.2566,-0.45
2022-09-21,1.2623,1.2623,0.57
2022-09-20,1.2552,1.2552,0.69
2022-09-19,1.2466,1.2466,-0.65
2022-09-16,1.2547,1.2547,-2.5
2022-09-15,1.2869,1.2869,-1.67
2022-09-14,1.3087,1.3087,-0.72
2022-09-13,1.3182,1.3182,-0.14
2022-09-09,1.32,1.32,0.55
2022-09-08,1.3128,1.3128,-0.21
2022-09-07,1.3156,1.3156,-0.16
2022-09-06,1.3177,1.3177,1.26
2022-09-05,1.3013,1.3013,0.37
2022-09-02,1.2965,1.2965,0.61
2022-09-01,1.2887,1.2887,-0.56
2022-08-31,1.296,1.296,-1.58
2022-08-30,1.3168,1.3168,0.05
2022-08-29,1.3161,1.3161,0.44
2022-08-26,1.3103,1.3103,0.01
2022-08-25,1.3102,1.3102,0.55
2022-08-24,1.303,1.303,-2.08
2022-08-23,1.3307,1.3307,0.08
2022-08-22,1.3297,1.3297,0.75
2022-08-19,1.3198,1.3198,-0.98
2022-08-18,1.3329,1.3329,-0.36
2022-08-17,1.3377,1.3377,0.56
2022-08-16,1.3302,1.3302,0.2
2022-08-15,1.3275,1.3275,-0.25
2022-08-12,1.3308,1.3308,0.28
2022-08-11,1.3271,1.3271,1.7
2022-08-10,1.3049,1.3049,0.12
2022-08-09,1.3034,1.3034,0.14
2022-08-08,1.3016,1.3016,0.38
2022-08-05,1.2967,1.2967,2.13
2022-08-04,1.2697,1.2697,0.68
2022-08-03,1.2611,1.2611,-0.63
2022-08-02,1.2691,1.2691,-2.61
2022-08-01,1.3031,1.3031,0.35
2022-07-29,1.2986,1.2986,-0.56
2022-07-28,1.3059,1.3059,0.57
2022-07-27,1.2985,1.2985,0.28
2022-07-26,1.2949,1.2949,0.73
2022-07-25,1.2855,1.2855,-0.97
2022-07-22,1.2981,1.2981,-0.35
2022-07-21,1.3027,1.3027,-0.47
2022-07-20,1.3088,1.3088,1.06
2022-07-19,1.2951,1.2951,0.46
2022-07-18,1.2892,1.2892,2.01
2022-07-15,1.2638,1.2638,-1.82
2022-07-14,1.2872,1.2872,0.13
2022-07-13,1.2855,1.2855,0.3
2022-07-12,1.2817,1.2817,-0.57
2022-07-11,1.289,1.289,-0.71
2022-07-08,1.2982,1.2982,-0.25
2022-07-07,1.3014,1.3014,0.35
2022-07-06,1.2969,1.2969,-1.29
2022-07-05,1.3139,1.3139,-0.39
2022-07-04,1.3191,1.3191,0.66
2022-07-01,1.3104,1.3104,-0.44
2022-06-30,1.3162,1.3162,0.54
2022-06-29,1.3091,1.3091,-1.39
2022-06-28,1.3275,1.3275,1.54
2022-06-27,1.3074,1.3074,0.01
2022-06-24,1.3073,1.3073,0.36
2022-06-23,1.3026,1.3026,1.59
2022-06-22,1.2822,1.2822,-1.41
2022-06-21,1.3006,1.3006,-0.5
2022-06-20,1.3071,1.3071,-0.03
2022-06-17,1.3075,1.3075,0.35
2022-06-16,1.303,1.303,-0.22
2022-06-15,1.3059,1.3059,0.15
2022-06-14,1.3039,1.3039,0.86
2022-06-13,1.2928,1.2928,-0.35
2022-06-10,1.2973,1.2973,1.21
2022-06-09,1.2818,1.2818,-0.72
2022-06-08,1.2911,1.2911,-0.09
2022-06-07,1.2922,1.2922,-0.03
2022-06-06,1.2926,1.2926,0.96
2022-06-02,1.2803,1.2803,0.18
2022-06-01,1.278,1.278,0.04
2022-05-31,1.2775,1.2775,0.58
2022-05-30,1.2701,1.2701,0.57
2022-05-27,1.2629,1.2629,0
2022-05-26,1.2629,1.2629,1.06
2022-05-25,1.2497,1.2497,2.17
2022-05-24,1.2232,1.2232,-3.4
2022-05-23,1.2662,1.2662,0.45
2022-05-20,1.2605,1.2605,1.07
2022-05-19,1.2472,1.2472,0.56
2022-05-18,1.2403,1.2403,-0.31
2022-05-17,1.2441,1.2441,-0.49
2022-05-16,1.2502,1.2502,-0.2
2022-05-13,1.2527,1.2527,0.66
2022-05-12,1.2445,1.2445,0.13
2022-05-11,1.2429,1.2429,0.07
2022-05-10,1.242,1.242,1.79
2022-05-09,1.2201,1.2201,1.46
2022-05-06,1.2026,1.2026,-1.96
2022-05-05,1.2266,1.2266,1.18
2022-04-29,1.2123,1.2123,3.32
2022-04-28,1.1734,1.1734,0
2022-04-27,1.1734,1.1734,2.75
2022-04-26,1.142,1.142,-2.14
2022-04-25,1.167,1.167,-4.94
2022-04-22,1.2276,1.2276,-0.34
2022-04-21,1.2318,1.2318,-2.94
2022-04-20,1.2691,1.2691,-1.86
2022-04-19,1.2931,1.2931,0.59
2022-04-18,1.2855,1.2855,-0.09
2022-04-15,1.2866,1.2866,-0.54
2022-04-14,1.2936,1.2936,1.05
2022-04-13,1.2802,1.2802,-1.42
2022-04-12,1.2987,1.2987,1.73
2022-04-11,1.2766,1.2766,-2.28
2022-04-08,1.3064,1.3064,0.01
2022-04-07,1.3063,1.3063,-2.28
2022-04-06,1.3368,1.3368,0.8
2022-04-01,1.3262,1.3262,0.25
2022-03-31,1.3229,1.3229,-0.25
2022-03-30,1.3262,1.3262,1.94
2022-03-29,1.301,1.301,-0.4
2022-03-28,1.3062,1.3062,0.59
2022-03-25,1.2986,1.2986,-0.65
2022-03-24,1.3071,1.3071,-0.66
2022-03-23,1.3158,1.3158,0.32
2022-03-22,1.3116,1.3116,0.11
2022-03-21,1.3101,1.3101,0.43
2022-03-18,1.3045,1.3045,1.45
2022-03-17,1.2858,1.2858,1.4
2022-03-16,1.268,1.268,2.91
2022-03-15,1.2321,1.2321,-5.38
2022-03-14,1.3021,1.3021,-1.44
2022-03-11,1.3211,1.3211,0.97
2022-03-10,1.3084,1.3084,1.31
2022-03-09,1.2915,1.2915,-2.11
2022-03-08,1.3193,1.3193,-3
2022-03-07,1.3601,1.3601,-1.59
2022-03-04,1.3821,1.3821,-0.87
2022-03-03,1.3943,1.3943,0.34
2022-03-02,1.3896,1.3896,0.25
2022-03-01,1.3861,1.3861,0.28
2022-02-28,1.3822,1.3822,0.01
2022-02-25,1.3821,1.3821,0.3
2022-02-24,1.3779,1.3779,-1.61
2022-02-23,1.4005,1.4005,0.52
2022-02-22,1.3932,1.3932,-1.06
2022-02-21,1.4081,1.4081,0.61
2022-02-18,1.3995,1.3995,1.08
2022-02-17,1.3845,1.3845,-0.4
2022-02-16,1.39,1.39,0.15
2022-02-15,1.3879,1.3879,0.38
2022-02-14,1.3827,1.3827,-0.35
2022-02-11,1.3876,1.3876,-1.34
2022-02-10,1.4065,1.4065,0.2
2022-02-09,1.4037,1.4037,1.47
2022-02-08,1.3834,1.3834,1.34
2022-02-07,1.3651,1.3651,2.04
2022-01-28,1.3378,1.3378,0.01
2022-01-27,1.3376,1.3376,-2.34
2022-01-26,1.3697,1.3697,0.79
2022-01-25,1.359,1.359,-3.09
2022-01-24,1.4023,1.4023,-0.31
2022-01-21,1.4067,1.4067,-1.14
2022-01-20,1.4229,1.4229,-0.68
2022-01-19,1.4327,1.4327,-0.06
2022-01-18,1.4335,1.4335,0.2
2022-01-17,1.4306,1.4306,0.98
2022-01-14,1.4167,1.4167,-0.79
2022-01-13,1.428,1.428,-0.92
2022-01-12,1.4413,1.4413,0.35
2022-01-11,1.4363,1.4363,-0.4
2022-01-10,1.4421,1.4421,0.46
2022-01-07,1.4355,1.4355,-0.2
2022-01-06,1.4384,1.4384,0.29
2022-01-05,1.4343,1.4343,-1.27
2022-01-04,1.4527,1.4527,0.95
2021-12-31,1.439,1.439,0.88
2021-12-30,1.4264,1.4264,0.66
2021-12-29,1.4171,1.4171,-0.08
2021-12-28,1.4182,1.4182,-0.18
2021-12-27,1.4208,1.4208,0.13
2021-12-24,1.4189,1.4189,-0.34
2021-12-23,1.4237,1.4237,0.08
2021-12-22,1.4225,1.4225,0.28
2021-12-21,1.4185,1.4185,1.22
2021-12-20,1.4014,1.4014,-0.52
2021-12-17,1.4087,1.4087,-0.31
2021-12-16,1.4131,1.4131,0.61
2021-12-15,1.4045,1.4045,0.18
2021-12-14,1.402,1.402,-0.08
2021-12-13,1.4031,1.4031,0.34
2021-12-10,1.3983,1.3983,-1
2021-12-09,1.4124,1.4124,0.33
2021-12-08,1.4077,1.4077,0.79
2021-12-07,1.3966,1.3966,-0.09
2021-12-06,1.3978,1.3978,-0.75
2021-12-03,1.4083,1.4083,1
2021-12-02,1.3944,1.3944,-0.1
2021-12-01,1.3958,1.3958,0.6
2021-11-30,1.3875,1.3875,0.76
2021-11-29,1.377,1.377,-0.51
2021-11-26,1.384,1.384,-0.22
2021-11-25,1.387,1.387,-0.01
2021-11-24,1.3872,1.3872,0.06
2021-11-23,1.3863,1.3863,0.47
2021-11-22,1.3798,1.3798,0.76
2021-11-19,1.3694,1.3694,0.97
2021-11-18,1.3562,1.3562,-0.19
2021-11-17,1.3588,1.3588,0.44
2021-11-16,1.3529,1.3529,-0.81
2021-11-15,1.364,1.364,-0.26
2021-11-12,1.3676,1.3676,0.32
2021-11-11,1.3633,1.3633,0.74
2021-11-10,1.3533,1.3533,-0.01
2021-11-09,1.3534,1.3534,0.45
2021-11-08,1.3473,1.3473,0.04
2021-11-05,1.3468,1.3468,-1.35
2021-11-04,1.3652,1.3652,0.6
2021-11-03,1.357,1.357,0.67
2021-11-02,1.348,1.348,-1.18
2021-11-01,1.3641,1.3641,0.69
2021-10-29,1.3548,1.3548,1.07
2021-10-28,1.3404,1.3404,-1.3
2021-10-27,1.358,1.358,-1.27
2021-10-26,1.3755,1.3755,-0.33
2021-10-25,1.38,1.38,0.36
2021-10-22,1.3751,1.3751,-1.24
2021-10-21,1.3923,1.3923,-0.27
2021-10-20,1.396,1.396,-0.29
2021-10-19,1.4,1.4,1.04
2021-10-18,1.3856,1.3856,0.69
2021-10-15,1.3761,1.3761,-0.31
2021-10-14,1.3804,1.3804,0.08
2021-10-13,1.3793,1.3793,-0.45
2021-10-12,1.3856,1.3856,-1.76
2021-10-11,1.4104,1.4104,-0.94
2021-10-08,1.4238,1.4238,0.47
2021-09-30,1.4171,1.4171,0.95
2021-09-29,1.4038,1.4038,-2.42
2021-09-28,1.4386,1.4386,1.05
2021-09-27,1.4236,1.4236,-3.12
2021-09-24,1.4694,1.4694,-1.86
2021-09-23,1.4973,1.4973,1.7
2021-09-22,1.4722,1.4722,1.06
2021-09-17,1.4567,1.4567,-0.53
2021-09-16,1.4645,1.4645,-1.47
2021-09-15,1.4864,1.4864,0.7
2021-09-14,1.4761,1.4761,-1.89
2021-09-13,1.5046,1.5046,0.91
2021-09-10,1.4911,1.4911,-0.23
2021-09-09,1.4946,1.4946,1.74
2021-09-08,1.4691,1.4691,0.6
2021-09-07,1.4603,1.4603,1.73
2021-09-06,1.4354,1.4354,1.09
2021-09-03,1.4199,1.4199,-0.04
2021-09-02,1.4205,1.4205,1.39
2021-09-01,1.401,1.401,0.36
2021-08-31,1.396,1.396,1.14
2021-08-30,1.3803,1.3803,0.68
2021-08-27,1.371,1.371,0.6
2021-08-26,1.3628,1.3628,0.28
2021-08-25,1.359,1.359,0.82
2021-08-24,1.348,1.348,0.83
2021-08-23,1.3369,1.3369,1.17
2021-08-20,1.3215,1.3215,-0.21
2021-08-19,1.3243,1.3243,-0.31
2021-08-18,1.3284,1.3284,0.87
2021-08-17,1.317,1.317,-1.86
2021-08-16,1.3419,1.3419,0.48
2021-08-13,1.3355,1.3355,0.2
2021-08-12,1.3328,1.3328,0.2
2021-08-11,1.3302,1.3302,0.45
2021-08-10,1.3242,1.3242,0.65
2021-08-09,1.3156,1.3156,0.97
2021-08-06,1.3029,1.3029,0.42
2021-08-05,1.2975,1.2975,-0.39
2021-08-04,1.3026,1.3026,0.37
2021-08-03,1.2978,1.2978,0.26
2021-08-02,1.2944,1.2944,0.88
2021-07-30,1.2831,1.2831,0.25
2021-07-29,1.2799,1.2799,0.91
2021-07-28,1.2683,1.2683,-1.09
2021-07-27,1.2823,1.2823,-1.13
2021-07-26,1.297,1.297,-1.21
2021-07-23,1.3129,1.3129,-0.27
2021-07-22,1.3164,1.3164,0.75
2021-07-21,1.3066,1.3066,0.67
2021-07-20,1.2979,1.2979,-0.33
2021-07-19,1.3022,1.3022,-0.35
2021-07-16,1.3068,1.3068,0.14
2021-07-15,1.305,1.305,0.47
2021-07-14,1.2989,1.2989,-0.44
2021-07-13,1.3046,1.3046,0.28
2021-07-12,1.3009,1.3009,0.66
2021-07-09,1.2924,1.2924,0.71
2021-07-08,1.2833,1.2833,-0.62
2021-07-07,1.2913,1.2913,0.41
2021-07-06,1.286,1.286,0.06
2021-07-05,1.2852,1.2852,0.56
2021-07-02,1.2781,1.2781,-0.47
2021-07-01,1.2841,1.2841,-0.51
2021-06-30,1.2907,1.2907,0.69
2021-06-29,1.2818,1.2818,-0.52
2021-06-28,1.2885,1.2885,-0.15
2021-06-25,1.2905,1.2905,0.43
2021-06-24,1.285,1.285,-0.3
2021-06-23,1.2889,1.2889,0.24
2021-06-22,1.2858,1.2858,0.56
2021-06-21,1.2787,1.2787,0.57
2021-06-18,1.2714,1.2714,0.23
2021-06-17,1.2685,1.2685,0.21
2021-06-16,1.2659,1.2659,-0.36
2021-06-15,1.2705,1.2705,-0.97
2021-06-11,1.283,1.283,-0.48
2021-06-10,1.2892,1.2892,0.4
2021-06-09,1.284,1.284,0.15
2021-06-08,1.2821,1.2821,-0.21
2021-06-07,1.2848,1.2848,0.27
2021-06-04,1.2813,1.2813,0.05
2021-06-03,1.2807,1.2807,0.39
2021-06-02,1.2757,1.2757,-0.3
2021-06-01,1.2796,1.2796,0.11
2021-05-31,1.2782,1.2782,0.28
2021-05-28,1.2746,1.2746,-0.2
2021-05-27,1.2771,1.2771,0.34
2021-05-26,1.2728,1.2728,0.24
2021-05-25,1.2698,1.2698,0.79
2021-05-24,1.2599,1.2599,0.53
2021-05-21,1.2532,1.2532,0.27
2021-05-20,1.2498,1.2498,-1.12
2021-05-19,1.2639,1.2639,-0.7
2021-05-18,1.2728,1.2728,0.5
2021-05-17,1.2665,1.2665,-0.13
2021-05-14,1.2681,1.2681,0.5
2021-05-13,1.2618,1.2618,-1.07
2021-05-12,1.2755,1.2755,0.81
2021-05-11,1.2653,1.2653,-0.14
2021-05-10,1.2671,1.2671,0.95
2021-05-07,1.2552,1.2552,0.09
2021-05-06,1.2541,1.2541,0.93
2021-04-30,1.2425,1.2425,-0.1
2021-04-29,1.2438,1.2438,0.29
2021-04-28,1.2402,1.2402,0.18
2021-04-27,1.238,1.238,0.19
2021-04-26,1.2357,1.2357,-0.48
2021-04-23,1.2416,1.2416,-0.29
2021-04-22,1.2452,1.2452,0.54
2021-04-21,1.2385,1.2385,-0.24
2021-04-20,1.2415,1.2415,-0.07
2021-04-19,1.2424,1.2424,0.44
2021-04-16,1.237,1.237,1.1
2021-04-15,1.2236,1.2236,-0.01
2021-04-14,1.2237,1.2237,0.88
2021-04-13,1.213,1.213,-0.89
2021-04-12,1.2239,1.2239,-0.37
2021-04-09,1.2284,1.2284,0.11
2021-04-08,1.227,1.227,-0.17
2021-04-07,1.2291,1.2291,0.76
2021-04-06,1.2198,1.2198,0.48
2021-04-02,1.214,1.214,-0.02
2021-04-01,1.2142,1.2142,0.75
2021-03-31,1.2052,1.2052,0.1
2021-03-30,1.204,1.204,-0.1
2021-03-29,1.2052,1.2052,0.32
2021-03-26,1.2014,1.2014,0.96
2021-03-25,1.19,1.19,-0.05
2021-03-24,1.1906,1.1906,-0.84
2021-03-23,1.2007,1.2007,-1.43
2021-03-22,1.2181,1.2181,1.58
2021-03-19,1.1992,1.1992,-0.56
2021-03-18,1.2059,1.2059,0.66
2021-03-17,1.198,1.198,-0.38
2021-03-16,1.2026,1.2026,0.38
2021-03-15,1.1981,1.1981,0.28
2021-03-12,1.1947,1.1947,0.5
2021-03-11,1.1887,1.1887,2.24
2021-03-10,1.1627,1.1627,-1.48
2021-03-09,1.1802,1.1802,-0.8
2021-03-08,1.1897,1.1897,-0.71
2021-03-05,1.1982,1.1982,-0.12
2021-03-04,1.1996,1.1996,-0.54
2021-03-03,1.2061,1.2061,1.86
2021-03-02,1.1841,1.1841,-0.95
2021-03-01,1.1955,1.1955,1.84
2021-02-26,1.1739,1.1739,-1.92
2021-02-25,1.1969,1.1969,-0.11
2021-02-24,1.1982,1.1982,-0.65
2021-02-23,1.206,1.206,-0.12
2021-02-22,1.2075,1.2075,1.1
2021-02-19,1.1944,1.1944,2.44
2021-02-18,1.1659,1.1659,2.07
2021-02-10,1.1422,1.1422,0.83
2021-02-09,1.1328,1.1328,1.38
2021-02-08,1.1174,1.1174,0.96
2021-02-05,1.1068,1.1068,-1.06
2021-02-04,1.1187,1.1187,-1.11
2021-02-03,1.1312,1.1312,-0.67
2021-02-02,1.1388,1.1388,0.14
2021-02-01,1.1372,1.1372,0.75
2021-01-29,1.1287,1.1287,-0.77
2021-01-28,1.1375,1.1375,-1.42
2021-01-27,1.1539,1.1539,0.06
2021-01-26,1.1532,1.1532,-1.33
2021-01-25,1.1688,1.1688,-0.53
2021-01-22,1.175,1.175,-0.72
2021-01-21,1.1835,1.1835,0.64
2021-01-20,1.176,1.176,0.22
2021-01-19,1.1734,1.1734,-0.22
2021-01-18,1.176,1.176,0.67
2021-01-15,1.1682,1.1682,-0.4
2021-01-14,1.1729,1.1729,0.04
2021-01-13,1.1724,1.1724,-0.58
2021-01-12,1.1792,1.1792,1.22
2021-01-11,1.165,1.165,-1.44
2021-01-08,1.182,1.182,0.49
2021-01-07,1.1762,1.1762,-0.63
2021-01-06,1.1836,1.1836,-0.31
2021-01-05,1.1873,1.1873,0.69
2021-01-04,1.1792,1.1792,0.81
2020-12-31,1.1697,1.1697,1.03
2020-12-30,1.1578,1.1578,0.49
2020-12-29,1.1522,1.1522,-0.22
2020-12-28,1.1547,1.1547,-0.67
2020-12-25,1.1625,1.1625,1.11
2020-12-24,1.1497,1.1497,-1.85
2020-12-23,1.1714,1.1714,0.12
2020-12-22,1.17,1.17,-1.76
2020-12-21,1.191,1.191,1.04
2020-12-18,1.1787,1.1787,0.08
2020-12-17,1.1777,1.1777,1.31
2020-12-16,1.1625,1.1625,-0.09
2020-12-15,1.1636,1.1636,0.02
2020-12-14,1.1634,1.1634,0.22
2020-12-11,1.1608,1.1608,-1.33
